Time,Speed
2023-02-15T17:00:00Z,9.91
2023-02-15T18:00:00Z,9.46
2023-02-15T19:00:00Z,10.28
2023-02-15T20:00:00Z,11.18
2023-02-15T21:00:00Z,12.21
2023-02-15T22:00:00Z,12.31
2023-02-15T23:00:00Z,11.13
2023-02-16T00:00:00Z,9.77
2023-02-16T01:00:00Z,8.51
2023-02-16T02:00:00Z,7.92
2023-02-16T03:00:00Z,7.30
2023-02-16T04:00:00Z,7.14
2023-02-16T05:00:00Z,7.36
2023-02-16T06:00:00Z,7.42
2023-02-16T07:00:00Z,7.22
2023-02-16T08:00:00Z,7.58
2023-02-16T09:00:00Z,7.23
2023-02-16T10:00:00Z,7.91
2023-02-16T11:00:00Z,8.40
2023-02-16T12:00:00Z,8.93
2023-02-16T13:00:00Z,9.22
2023-02-16T14:00:00Z,10.02
2023-02-16T15:00:00Z,10.69
2023-02-16T16:00:00Z,11.95
2023-02-16T17:00:00Z,13.67
2023-02-16T18:00:00Z,14.16
2023-02-16T19:00:00Z,14.20
2023-02-16T20:00:00Z,14.36
2023-02-16T21:00:00Z,14.92
2023-02-16T22:00:00Z,15.11
2023-02-16T23:00:00Z,15.87
2023-02-17T00:00:00Z,16.31
2023-02-17T01:00:00Z,16.30
2023-02-17T02:00:00Z,16.83
2023-02-17T03:00:00Z,17.33
2023-02-17T04:00:00Z,17.26
2023-02-17T05:00:00Z,17.22
2023-02-17T06:00:00Z,16.23
2023-02-17T07:00:00Z,15.65
2023-02-17T08:00:00Z,13.71
2023-02-17T09:00:00Z,12.58
2023-02-17T10:00:00Z,11.38
2023-02-17T11:00:00Z,10.44
2023-02-17T12:00:00Z,9.53
2023-02-17T13:00:00Z,8.83
2023-02-17T14:00:00Z,7.49
2023-02-17T15:00:00Z,7.09
2023-02-17T16:00:00Z,8.10
2023-02-17T17:00:00Z,9.87
2023-02-17T18:00:00Z,11.11
2023-02-17T19:00:00Z,12.07
2023-02-17T20:00:00Z,12.70
2023-02-17T21:00:00Z,13.22
2023-02-17T22:00:00Z,13.84
2023-02-17T23:00:00Z,13.84
